TEMPORAL;TERRITORIO;SEXO;LUGARNACIMIEN;INDICATOR;OBS_VALUE;FREQ
2018;23;00;14;ANDALUCES;44.0;A
2018;23;00;18;ANDALUCES;83.0;A
2018;23;00;21;ANDALUCES;4.0;A
2018;23;00;23;ANDALUCES;5866.0;A
2018;23;00;29;ANDALUCES;22.0;A
2018;23;00;41;ANDALUCES;23.0;A
2018;23;00;C01;ANDALUCES;6065.0;A
2018;23;00;C02;ANDALUCES;377.0;A
2018;23;00;66;ANDALUCES;7953.0;A
2018;23;00;NC000;ANDALUCES;63.0;A
2018;23;00;00;ANDALUCES;14458.0;A
2018;23;01;04;ANDALUCES;7.0;A
2018;23;01;11;ANDALUCES;8.0;A
2018;23;01;14;ANDALUCES;23.0;A
2018;23;01;18;ANDALUCES;36.0;A
2018;23;01;21;ANDALUCES;1.0;A
2018;23;01;23;ANDALUCES;2880.0;A
2018;23;01;29;ANDALUCES;10.0;A
2018;23;01;41;ANDALUCES;11.0;A
2018;23;01;C01;ANDALUCES;2976.0;A
2018;23;01;C02;ANDALUCES;202.0;A
2018;23;01;66;ANDALUCES;4033.0;A
2018;23;01;NC000;ANDALUCES;27.0;A
2018;23;01;00;ANDALUCES;7238.0;A
2018;23;06;04;ANDALUCES;3.0;A
2018;23;06;11;ANDALUCES;5.0;A
2018;23;06;14;ANDALUCES;21.0;A
2018;23;06;18;ANDALUCES;47.0;A
2018;23;06;21;ANDALUCES;3.0;A
2018;23;06;23;ANDALUCES;2986.0;A
2018;23;06;29;ANDALUCES;12.0;A
2018;23;06;41;ANDALUCES;12.0;A
2018;23;06;C01;ANDALUCES;3089.0;A
2018;23;06;C02;ANDALUCES;175.0;A
2018;23;06;66;ANDALUCES;3920.0;A
2018;23;06;NC000;ANDALUCES;36.0;A
2018;23;06;00;ANDALUCES;7220.0;A
2018;29;00;04;ANDALUCES;60.0;A
2018;29;00;11;ANDALUCES;428.0;A
2018;29;00;14;ANDALUCES;293.0;A
2018;29;00;18;ANDALUCES;313.0;A
2018;29;00;21;ANDALUCES;24.0;A
2018;29;00;23;ANDALUCES;161.0;A
2018;29;00;29;ANDALUCES;16775.0;A
2018;29;00;41;ANDALUCES;263.0;A
2018;29;00;C01;ANDALUCES;18317.0;A
2018;29;00;C02;ANDALUCES;2860.0;A
2018;29;00;66;ANDALUCES;41665.0;A
2018;29;00;NC000;ANDALUCES;259.0;A
2018;29;00;00;ANDALUCES;63101.0;A
2018;29;01;04;ANDALUCES;32.0;A
2018;29;01;11;ANDALUCES;201.0;A
2018;29;01;14;ANDALUCES;139.0;A
2018;29;01;18;ANDALUCES;161.0;A
2018;29;01;21;ANDALUCES;13.0;A
2018;29;01;23;ANDALUCES;78.0;A
2018;29;01;29;ANDALUCES;8286.0;A
2018;29;01;41;ANDALUCES;145.0;A
2018;29;01;C01;ANDALUCES;9055.0;A
2018;29;01;C02;ANDALUCES;1471.0;A
2018;29;01;66;ANDALUCES;20989.0;A
2018;29;01;NC000;ANDALUCES;137.0;A
2018;29;01;00;ANDALUCES;31652.0;A
2018;29;06;04;ANDALUCES;28.0;A
2018;29;06;11;ANDALUCES;227.0;A
2018;29;06;14;ANDALUCES;154.0;A
2018;29;06;18;ANDALUCES;152.0;A
2018;29;06;21;ANDALUCES;11.0;A
2018;29;06;23;ANDALUCES;83.0;A
2018;29;06;29;ANDALUCES;8489.0;A
2018;29;06;41;ANDALUCES;118.0;A
2018;29;06;C01;ANDALUCES;9262.0;A
2018;29;06;C02;ANDALUCES;1389.0;A
2018;29;06;66;ANDALUCES;20676.0;A
2018;29;06;NC000;ANDALUCES;122.0;A
2018;29;06;00;ANDALUCES;31449.0;A
2018;41;00;04;ANDALUCES;58.0;A
2018;41;00;11;ANDALUCES;400.0;A
2018;41;00;14;ANDALUCES;211.0;A
2018;41;00;18;ANDALUCES;117.0;A
2018;41;00;21;ANDALUCES;231.0;A
2018;41;00;23;ANDALUCES;104.0;A
2018;41;00;29;ANDALUCES;172.0;A
2018;41;00;41;ANDALUCES;15675.0;A
2018;41;00;C01;ANDALUCES;16968.0;A
2018;41;00;C02;ANDALUCES;1748.0;A
2018;41;00;66;ANDALUCES;22351.0;A
2018;41;00;NC000;ANDALUCES;184.0;A
2018;41;00;00;ANDALUCES;41251.0;A
2018;41;01;04;ANDALUCES;29.0;A
2018;41;01;11;ANDALUCES;205.0;A
2018;41;01;14;ANDALUCES;116.0;A
2018;41;01;18;ANDALUCES;67.0;A
2018;41;01;21;ANDALUCES;104.0;A
2018;41;01;23;ANDALUCES;51.0;A
2018;41;01;29;ANDALUCES;80.0;A
2018;41;01;41;ANDALUCES;7661.0;A
2018;41;01;C01;ANDALUCES;8313.0;A
2018;41;01;C02;ANDALUCES;890.0;A
2018;41;01;66;ANDALUCES;11072.0;A
2018;41;01;NC000;ANDALUCES;86.0;A
2018;41;01;00;ANDALUCES;20361.0;A
2018;41;06;04;ANDALUCES;29.0;A
2018;41;06;11;ANDALUCES;195.0;A
2018;41;06;14;ANDALUCES;95.0;A
2018;41;06;18;ANDALUCES;50.0;A
2018;41;06;21;ANDALUCES;127.0;A
2018;41;06;23;ANDALUCES;53.0;A
2018;41;06;29;ANDALUCES;92.0;A
2018;41;06;41;ANDALUCES;8014.0;A
2018;41;06;C01;ANDALUCES;8655.0;A
2018;41;06;C02;ANDALUCES;858.0;A
2018;41;06;66;ANDALUCES;11279.0;A
2018;41;06;NC000;ANDALUCES;98.0;A
2018;41;06;00;ANDALUCES;20890.0;A
2019;;00;04;ANDALUCES;11681.0;A
2019;;00;11;ANDALUCES;14818.0;A
2019;;00;14;ANDALUCES;9926.0;A
2019;;00;18;ANDALUCES;17386.0;A
2019;;00;21;ANDALUCES;3805.0;A
2019;;00;23;ANDALUCES;6571.0;A
2019;;00;29;ANDALUCES;17863.0;A
2019;;00;41;ANDALUCES;17135.0;A
2019;;00;C01;ANDALUCES;99185.0;A
2019;;00;C02;ANDALUCES;9416.0;A
2019;;00;66;ANDALUCES;182383.0;A
2019;;00;NC000;ANDALUCES;1217.0;A
2019;;00;00;ANDALUCES;292201.0;A
2019;;01;04;ANDALUCES;5656.0;A
2019;;01;11;ANDALUCES;7237.0;A
2019;;01;14;ANDALUCES;4980.0;A
2019;;01;18;ANDALUCES;8576.0;A
2019;;01;21;ANDALUCES;1844.0;A
2019;;01;23;ANDALUCES;3192.0;A
2019;;01;29;ANDALUCES;8817.0;A
2019;;01;41;ANDALUCES;8358.0;A
2019;;01;C01;ANDALUCES;48660.0;A
2019;;01;C02;ANDALUCES;4765.0;A
2019;;01;66;ANDALUCES;90266.0;A
2019;;01;NC000;ANDALUCES;640.0;A
2019;;01;00;ANDALUCES;144331.0;A
2019;;06;04;ANDALUCES;6025.0;A
2019;;06;11;ANDALUCES;7581.0;A
2019;;06;14;ANDALUCES;4946.0;A
2019;;06;18;ANDALUCES;8810.0;A
2019;;06;21;ANDALUCES;1961.0;A
2019;;06;23;ANDALUCES;3379.0;A
2019;;06;29;ANDALUCES;9046.0;A
2019;;06;41;ANDALUCES;8777.0;A
2019;;06;C01;ANDALUCES;50525.0;A
2019;;06;C02;ANDALUCES;4651.0;A
2019;;06;66;ANDALUCES;92117.0;A
2019;;06;NC000;ANDALUCES;577.0;A
2019;;06;00;ANDALUCES;147870.0;A
2019;04;00;04;ANDALUCES;11395.0;A
2019;04;00;11;ANDALUCES;25.0;A
2019;04;00;14;ANDALUCES;30.0;A
2019;04;00;18;ANDALUCES;220.0;A
2019;04;00;21;ANDALUCES;9.0;A
2019;04;00;23;ANDALUCES;47.0;A
2019;04;00;29;ANDALUCES;50.0;A
2019;04;00;41;ANDALUCES;36.0;A
2019;04;00;C01;ANDALUCES;11812.0;A
2019;04;00;C02;ANDALUCES;850.0;A
2019;04;00;66;ANDALUCES;35059.0;A
2019;04;00;NC000;ANDALUCES;204.0;A
2019;04;00;00;ANDALUCES;47925.0;A
2019;04;01;04;ANDALUCES;5518.0;A
2019;04;01;11;ANDALUCES;16.0;A
2019;04;01;14;ANDALUCES;20.0;A
2019;04;01;18;ANDALUCES;113.0;A
2019;04;01;21;ANDALUCES;7.0;A
2019;04;01;23;ANDALUCES;24.0;A
2019;04;01;29;ANDALUCES;30.0;A
2019;04;01;41;ANDALUCES;21.0;A
2019;04;01;C01;ANDALUCES;5749.0;A
2019;04;01;C02;ANDALUCES;433.0;A
2019;04;01;66;ANDALUCES;16943.0;A
2019;04;01;NC000;ANDALUCES;103.0;A
2019;04;01;00;ANDALUCES;23228.0;A
2019;04;06;04;ANDALUCES;5877.0;A
2019;04;06;11;ANDALUCES;9.0;A
2019;04;06;14;ANDALUCES;10.0;A
2019;04;06;18;ANDALUCES;107.0;A
2019;04;06;21;ANDALUCES;2.0;A
2019;04;06;23;ANDALUCES;23.0;A
2019;04;06;29;ANDALUCES;20.0;A
2019;04;06;41;ANDALUCES;15.0;A
2019;04;06;C01;ANDALUCES;6063.0;A
2019;04;06;C02;ANDALUCES;417.0;A
2019;04;06;66;ANDALUCES;18116.0;A
2019;04;06;NC000;ANDALUCES;101.0;A
2019;04;06;00;ANDALUCES;24697.0;A
2019;11;00;04;ANDALUCES;23.0;A
2019;11;00;11;ANDALUCES;13791.0;A
2019;11;00;14;ANDALUCES;79.0;A
2019;11;00;18;ANDALUCES;81.0;A
2019;11;00;21;ANDALUCES;37.0;A
2019;11;00;23;ANDALUCES;43.0;A
2019;11;00;29;ANDALUCES;218.0;A
2019;11;00;41;ANDALUCES;367.0;A
2019;11;00;C01;ANDALUCES;14639.0;A
2019;11;00;C02;ANDALUCES;1319.0;A
2019;11;00;66;ANDALUCES;17971.0;A
2019;11;00;NC000;ANDALUCES;141.0;A
2019;11;00;00;ANDALUCES;34070.0;A
2019;11;01;04;ANDALUCES;11.0;A
2019;11;01;11;ANDALUCES;6711.0;A
2019;11;01;14;ANDALUCES;45.0;A
2019;11;01;18;ANDALUCES;42.0;A
2019;11;01;21;ANDALUCES;18.0;A
2019;11;01;23;ANDALUCES;17.0;A
2019;11;01;29;ANDALUCES;107.0;A
2019;11;01;41;ANDALUCES;154.0;A
2019;11;01;C01;ANDALUCES;7105.0;A
2019;11;01;C02;ANDALUCES;656.0;A
2019;11;01;66;ANDALUCES;8968.0;A
2019;11;01;NC000;ANDALUCES;81.0;A
2019;11;01;00;ANDALUCES;16810.0;A
2019;11;06;04;ANDALUCES;12.0;A
2019;11;06;11;ANDALUCES;7080.0;A
2019;11;06;14;ANDALUCES;34.0;A
2019;11;06;18;ANDALUCES;39.0;A
2019;11;06;21;ANDALUCES;19.0;A
2019;11;06;23;ANDALUCES;26.0;A
2019;11;06;29;ANDALUCES;111.0;A
2019;11;06;41;ANDALUCES;213.0;A
2019;11;06;C01;ANDALUCES;7534.0;A
2019;11;06;C02;ANDALUCES;663.0;A
2019;11;06;66;ANDALUCES;9003.0;A
2019;11;06;NC000;ANDALUCES;60.0;A
2019;11;06;00;ANDALUCES;17260.0;A
2019;14;00;04;ANDALUCES;14.0;A
2019;14;00;11;ANDALUCES;32.0;A
2019;14;00;14;ANDALUCES;9156.0;A
2019;14;00;18;ANDALUCES;58.0;A
2019;14;00;21;ANDALUCES;7.0;A
2019;14;00;23;ANDALUCES;59.0;A
2019;14;00;29;ANDALUCES;44.0;A
2019;14;00;41;ANDALUCES;112.0;A
2019;14;00;C01;ANDALUCES;9482.0;A
2019;14;00;C02;ANDALUCES;559.0;A
2019;14;00;66;ANDALUCES;10956.0;A
2019;14;00;NC000;ANDALUCES;91.0;A
2019;14;00;00;ANDALUCES;21088.0;A
2019;14;01;04;ANDALUCES;8.0;A
2019;14;01;11;ANDALUCES;17.0;A
2019;14;01;14;ANDALUCES;4584.0;A
2019;14;01;18;ANDALUCES;24.0;A
2019;14;01;21;ANDALUCES;3.0;A
2019;14;01;23;ANDALUCES;25.0;A
2019;14;01;29;ANDALUCES;19.0;A
2019;14;01;41;ANDALUCES;50.0;A
2019;14;01;C01;ANDALUCES;4730.0;A
2019;14;01;C02;ANDALUCES;266.0;A
2019;14;01;66;ANDALUCES;5502.0;A
2019;14;01;NC000;ANDALUCES;43.0;A
2019;14;01;00;ANDALUCES;10541.0;A
2019;14;06;04;ANDALUCES;6.0;A
2019;14;06;11;ANDALUCES;15.0;A
2019;14;06;14;ANDALUCES;4572.0;A
2019;14;06;18;ANDALUCES;34.0;A
2019;14;06;21;ANDALUCES;4.0;A
2019;14;06;23;ANDALUCES;34.0;A
2019;14;06;29;ANDALUCES;25.0;A
2019;14;06;41;ANDALUCES;62.0;A
2019;14;06;C01;ANDALUCES;4752.0;A
2019;14;06;C02;ANDALUCES;293.0;A
2019;14;06;66;ANDALUCES;5454.0;A
2019;14;06;NC000;ANDALUCES;48.0;A
2019;14;06;00;ANDALUCES;10547.0;A
2019;18;00;04;ANDALUCES;107.0;A
2019;18;00;11;ANDALUCES;87.0;A
2019;18;00;14;ANDALUCES;81.0;A
2019;18;00;18;ANDALUCES;16490.0;A
2019;18;00;21;ANDALUCES;19.0;A
2019;18;00;23;ANDALUCES;189.0;A
2019;18;00;29;ANDALUCES;130.0;A
2019;18;00;41;ANDALUCES;83.0;A
2019;18;00;C01;ANDALUCES;17186.0;A
2019;18;00;C02;ANDALUCES;1266.0;A
2019;18;00;66;ANDALUCES;38634.0;A
2019;18;00;NC000;ANDALUCES;269.0;A
2019;18;00;00;ANDALUCES;57355.0;A
2019;18;01;04;ANDALUCES;43.0;A
2019;18;01;11;ANDALUCES;41.0;A
2019;18;01;14;ANDALUCES;37.0;A
2019;18;01;18;ANDALUCES;8123.0;A
2019;18;01;21;ANDALUCES;9.0;A
2019;18;01;23;ANDALUCES;89.0;A
2019;18;01;29;ANDALUCES;60.0;A
2019;18;01;41;ANDALUCES;45.0;A
2019;18;01;C01;ANDALUCES;8447.0;A
2019;18;01;C02;ANDALUCES;630.0;A
2019;18;01;66;ANDALUCES;18842.0;A
2019;18;01;NC000;ANDALUCES;156.0;A
2019;18;01;00;ANDALUCES;28075.0;A
2019;18;06;04;ANDALUCES;64.0;A
2019;18;06;11;ANDALUCES;46.0;A
2019;18;06;14;ANDALUCES;44.0;A
2019;18;06;18;ANDALUCES;8367.0;A
2019;18;06;21;ANDALUCES;10.0;A
2019;18;06;23;ANDALUCES;100.0;A
2019;18;06;29;ANDALUCES;70.0;A
2019;18;06;41;ANDALUCES;38.0;A
2019;18;06;C01;ANDALUCES;8739.0;A
2019;18;06;C02;ANDALUCES;636.0;A
2019;18;06;66;ANDALUCES;19792.0;A
2019;18;06;NC000;ANDALUCES;113.0;A
2019;18;06;00;ANDALUCES;29280.0;A
2019;21;00;04;ANDALUCES;1.0;A
2019;21;00;11;ANDALUCES;35.0;A
2019;21;00;14;ANDALUCES;23.0;A
2019;21;00;18;ANDALUCES;10.0;A
2019;21;00;21;ANDALUCES;3468.0;A
2019;21;00;23;ANDALUCES;10.0;A
2019;21;00;29;ANDALUCES;15.0;A
2019;21;00;41;ANDALUCES;157.0;A
2019;21;00;C01;ANDALUCES;3719.0;A
2019;21;00;C02;ANDALUCES;308.0;A
2019;21;00;66;ANDALUCES;4964.0;A
2019;21;00;NC000;ANDALUCES;15.0;A
2019;21;00;00;ANDALUCES;9006.0;A
2019;21;01;11;ANDALUCES;25.0;A
2019;21;01;14;ANDALUCES;8.0;A
2019;21;01;18;ANDALUCES;6.0;A
2019;21;01;21;ANDALUCES;1685.0;A
2019;21;01;23;ANDALUCES;3.0;A
2019;21;01;29;ANDALUCES;5.0;A
2019;21;01;41;ANDALUCES;81.0;A
2019;21;01;C01;ANDALUCES;1813.0;A
2019;21;01;C02;ANDALUCES;152.0;A
2019;21;01;66;ANDALUCES;2469.0;A
2019;21;01;NC000;ANDALUCES;9.0;A
2019;21;01;00;ANDALUCES;4443.0;A
2019;21;06;04;ANDALUCES;1.0;A
2019;21;06;11;ANDALUCES;10.0;A
2019;21;06;14;ANDALUCES;15.0;A
2019;21;06;18;ANDALUCES;4.0;A
2019;21;06;21;ANDALUCES;1783.0;A
2019;21;06;23;ANDALUCES;7.0;A
2019;21;06;29;ANDALUCES;10.0;A
2019;21;06;41;ANDALUCES;76.0;A
2019;21;06;C01;ANDALUCES;1906.0;A
2019;21;06;C02;ANDALUCES;156.0;A
2019;21;06;66;ANDALUCES;2495.0;A
2019;21;06;NC000;ANDALUCES;6.0;A
2019;21;06;00;ANDALUCES;4563.0;A
2019;23;00;04;ANDALUCES;12.0;A
2019;23;00;11;ANDALUCES;11.0;A
2019;23;00;14;ANDALUCES;38.0;A
2019;23;00;18;ANDALUCES;85.0;A
2019;23;00;21;ANDALUCES;4.0;A
2019;23;00;23;ANDALUCES;5946.0;A
2019;23;00;29;ANDALUCES;22.0;A
2019;23;00;41;ANDALUCES;23.0;A
2019;23;00;C01;ANDALUCES;6141.0;A
2019;23;00;C02;ANDALUCES;389.0;A
2019;23;00;66;ANDALUCES;8197.0;A
2019;23;00;NC000;ANDALUCES;63.0;A
2019;23;00;00;ANDALUCES;14790.0;A
2019;23;01;04;ANDALUCES;7.0;A
2019;23;01;11;ANDALUCES;7.0;A
2019;23;01;14;ANDALUCES;19.0;A
2019;23;01;18;ANDALUCES;37.0;A
2019;23;01;21;ANDALUCES;1.0;A
2019;23;01;23;ANDALUCES;2899.0;A
2019;23;01;29;ANDALUCES;8.0;A
2019;23;01;41;ANDALUCES;9.0;A
2019;23;01;C01;ANDALUCES;2987.0;A
2019;23;01;C02;ANDALUCES;204.0;A
2019;23;01;66;ANDALUCES;4171.0;A
2019;23;01;NC000;ANDALUCES;27.0;A
2019;23;01;00;ANDALUCES;7389.0;A
2019;23;06;04;ANDALUCES;5.0;A
2019;23;06;11;ANDALUCES;4.0;A
2019;23;06;14;ANDALUCES;19.0;A
2019;23;06;18;ANDALUCES;48.0;A
2019;23;06;21;ANDALUCES;3.0;A
2019;23;06;23;ANDALUCES;3047.0;A
2019;23;06;29;ANDALUCES;14.0;A
2019;23;06;41;ANDALUCES;14.0;A
2019;23;06;C01;ANDALUCES;3154.0;A
2019;23;06;C02;ANDALUCES;185.0;A
2019;23;06;66;ANDALUCES;4026.0;A
2019;23;06;NC000;ANDALUCES;36.0;A
2019;23;06;00;ANDALUCES;7401.0;A
2019;29;00;04;ANDALUCES;68.0;A
2019;29;00;11;ANDALUCES;438.0;A
2019;29;00;14;ANDALUCES;300.0;A
2019;29;00;18;ANDALUCES;327.0;A
2019;29;00;21;ANDALUCES;28.0;A
2019;29;00;23;ANDALUCES;177.0;A
2019;29;00;29;ANDALUCES;17210.0;A
2019;29;00;41;ANDALUCES;282.0;A
2019;29;00;C01;ANDALUCES;18830.0;A
2019;29;00;C02;ANDALUCES;2942.0;A
2019;29;00;66;ANDALUCES;43364.0;A
2019;29;00;NC000;ANDALUCES;255.0;A
2019;29;00;00;ANDALUCES;65391.0;A
2019;29;01;04;ANDALUCES;37.0;A
2019;29;01;11;ANDALUCES;207.0;A
2019;29;01;14;ANDALUCES;144.0;A
2019;29;01;18;ANDALUCES;163.0;A
2019;29;01;21;ANDALUCES;16.0;A
2019;29;01;23;ANDALUCES;86.0;A
2019;29;01;29;ANDALUCES;8509.0;A
2019;29;01;41;ANDALUCES;154.0;A
2019;29;01;C01;ANDALUCES;9316.0;A
2019;29;01;C02;ANDALUCES;1517.0;A
2019;29;01;66;ANDALUCES;21849.0;A
2019;29;01;NC000;ANDALUCES;136.0;A
2019;29;01;00;ANDALUCES;32818.0;A
2019;29;06;04;ANDALUCES;31.0;A
2019;29;06;11;ANDALUCES;231.0;A
2019;29;06;14;ANDALUCES;156.0;A
2019;29;06;18;ANDALUCES;164.0;A
2019;29;06;21;ANDALUCES;12.0;A
2019;29;06;23;ANDALUCES;91.0;A
2019;29;06;29;ANDALUCES;8701.0;A
2019;29;06;41;ANDALUCES;128.0;A
2019;29;06;C01;ANDALUCES;9514.0;A
2019;29;06;C02;ANDALUCES;1425.0;A
2019;29;06;66;ANDALUCES;21515.0;A
2019;29;06;NC000;ANDALUCES;119.0;A
2019;29;06;00;ANDALUCES;32573.0;A
2019;41;00;04;ANDALUCES;61.0;A
2019;41;00;11;ANDALUCES;399.0;A
2019;41;00;14;ANDALUCES;219.0;A
2019;41;00;18;ANDALUCES;115.0;A
2019;41;00;21;ANDALUCES;233.0;A
2019;41;00;23;ANDALUCES;100.0;A
2019;41;00;29;ANDALUCES;174.0;A
2019;41;00;41;ANDALUCES;16075.0;A
2019;41;00;C01;ANDALUCES;17376.0;A
2019;41;00;C02;ANDALUCES;1783.0;A
2019;41;00;66;ANDALUCES;23238.0;A
2019;41;00;NC000;ANDALUCES;179.0;A
2019;41;00;00;ANDALUCES;42576.0;A
2019;41;01;04;ANDALUCES;32.0;A
2019;41;01;11;ANDALUCES;213.0;A
2019;41;01;14;ANDALUCES;123.0;A
2019;41;01;18;ANDALUCES;68.0;A
2019;41;01;21;ANDALUCES;105.0;A
2019;41;01;23;ANDALUCES;49.0;A
2019;41;01;29;ANDALUCES;79.0;A
2019;41;01;41;ANDALUCES;7844.0;A
2019;41;01;C01;ANDALUCES;8513.0;A
2019;41;01;C02;ANDALUCES;907.0;A
2019;41;01;66;ANDALUCES;11522.0;A
2019;41;01;NC000;ANDALUCES;85.0;A
2019;41;01;00;ANDALUCES;21027.0;A
2019;41;06;04;ANDALUCES;29.0;A
2019;41;06;11;ANDALUCES;186.0;A
2019;41;06;14;ANDALUCES;96.0;A
2019;41;06;18;ANDALUCES;47.0;A
2019;41;06;21;ANDALUCES;128.0;A
2019;41;06;23;ANDALUCES;51.0;A
2019;41;06;29;ANDALUCES;95.0;A
2019;41;06;41;ANDALUCES;8231.0;A
2019;41;06;C01;ANDALUCES;8863.0;A
2019;41;06;C02;ANDALUCES;876.0;A
2019;41;06;66;ANDALUCES;11716.0;A
2019;41;06;NC000;ANDALUCES;94.0;A
2019;41;06;00;ANDALUCES;21549.0;A
2020;;00;04;ANDALUCES;11838.0;A
2020;;00;11;ANDALUCES;15135.0;A
2020;;00;14;ANDALUCES;10003.0;A
2020;;00;18;ANDALUCES;17668.0;A
2020;;00;21;ANDALUCES;3903.0;A
2020;;00;23;ANDALUCES;6706.0;A
2020;;00;29;ANDALUCES;18258.0;A
2020;;00;41;ANDALUCES;17746.0;A
2020;;00;C01;ANDALUCES;101257.0;A
2020;;00;C02;ANDALUCES;9668.0;A
2020;;00;66;ANDALUCES;188441.0;A
2020;;00;NC000;ANDALUCES;1169.0;A
2020;;00;00;ANDALUCES;300535.0;A
2020;;01;04;ANDALUCES;5725.0;A
2020;;01;11;ANDALUCES;7350.0;A
2020;;01;14;ANDALUCES;5011.0;A
2020;;01;18;ANDALUCES;8650.0;A
2020;;01;21;ANDALUCES;1890.0;A
2020;;01;23;ANDALUCES;3251.0;A
2020;;01;29;ANDALUCES;8979.0;A
2020;;01;41;ANDALUCES;8654.0;A
2020;;01;C01;ANDALUCES;49510.0;A
2020;;01;C02;ANDALUCES;4872.0;A
2020;;01;66;ANDALUCES;93307.0;A
2020;;01;NC000;ANDALUCES;616.0;A
2020;;01;00;ANDALUCES;148305.0;A
2020;;06;04;ANDALUCES;6113.0;A
2020;;06;11;ANDALUCES;7785.0;A
2020;;06;14;ANDALUCES;4992.0;A
2020;;06;18;ANDALUCES;9018.0;A
2020;;06;21;ANDALUCES;2013.0;A
2020;;06;23;ANDALUCES;3455.0;A
2020;;06;29;ANDALUCES;9279.0;A
2020;;06;41;ANDALUCES;9092.0;A
2020;;06;C01;ANDALUCES;51747.0;A
2020;;06;C02;ANDALUCES;4796.0;A
2020;;06;66;ANDALUCES;95134.0;A
2020;;06;NC000;ANDALUCES;553.0;A
2020;;06;00;ANDALUCES;152230.0;A
2020;04;00;04;ANDALUCES;11543.0;A
2020;04;00;11;ANDALUCES;28.0;A
2020;04;00;14;ANDALUCES;29.0;A
2020;04;00;18;ANDALUCES;221.0;A
2020;04;00;21;ANDALUCES;9.0;A
2020;04;00;23;ANDALUCES;47.0;A
2020;04;00;29;ANDALUCES;58.0;A
2020;04;00;41;ANDALUCES;38.0;A
2020;04;00;C01;ANDALUCES;11973.0;A
2020;04;00;C02;ANDALUCES;855.0;A
2020;04;00;66;ANDALUCES;36062.0;A
2020;04;00;NC000;ANDALUCES;200.0;A
2020;04;00;00;ANDALUCES;49090.0;A
2020;04;01;04;ANDALUCES;5579.0;A
2020;04;01;11;ANDALUCES;17.0;A
2020;04;01;14;ANDALUCES;21.0;A
2020;04;01;18;ANDALUCES;111.0;A
2020;04;01;21;ANDALUCES;6.0;A
2020;04;01;23;ANDALUCES;23.0;A
2020;04;01;29;ANDALUCES;33.0;A
2020;04;01;41;ANDALUCES;21.0;A
2020;04;01;C01;ANDALUCES;5811.0;A
2020;04;01;C02;ANDALUCES;430.0;A
2020;04;01;66;ANDALUCES;17445.0;A
2020;04;01;NC000;ANDALUCES;100.0;A
2020;04;01;00;ANDALUCES;23786.0;A
2020;04;06;04;ANDALUCES;5964.0;A
2020;04;06;11;ANDALUCES;11.0;A
2020;04;06;14;ANDALUCES;8.0;A
2020;04;06;18;ANDALUCES;110.0;A
2020;04;06;21;ANDALUCES;3.0;A
2020;04;06;23;ANDALUCES;24.0;A
2020;04;06;29;ANDALUCES;25.0;A
2020;04;06;41;ANDALUCES;17.0;A
2020;04;06;C01;ANDALUCES;6162.0;A
2020;04;06;C02;ANDALUCES;425.0;A
2020;04;06;66;ANDALUCES;18617.0;A
2020;04;06;NC000;ANDALUCES;100.0;A
2020;04;06;00;ANDALUCES;25304.0;A
2020;11;00;04;ANDALUCES;21.0;A
2020;11;00;11;ANDALUCES;14057.0;A
2020;11;00;14;ANDALUCES;80.0;A
2020;11;00;18;ANDALUCES;82.0;A
2020;11;00;21;ANDALUCES;41.0;A
2020;11;00;23;ANDALUCES;40.0;A
2020;11;00;29;ANDALUCES;232.0;A
2020;11;00;41;ANDALUCES;388.0;A
2020;11;00;C01;ANDALUCES;14941.0;A
2020;11;00;C02;ANDALUCES;1358.0;A
2020;11;00;66;ANDALUCES;18367.0;A
2020;11;00;NC000;ANDALUCES;134.0;A
2020;11;00;00;ANDALUCES;34800.0;A
2020;11;01;04;ANDALUCES;11.0;A
2020;11;01;11;ANDALUCES;6804.0;A
2020;11;01;14;ANDALUCES;44.0;A
2020;11;01;18;ANDALUCES;41.0;A
2020;11;01;21;ANDALUCES;19.0;A
2020;11;01;23;ANDALUCES;17.0;A
2020;11;01;29;ANDALUCES;108.0;A
2020;11;01;41;ANDALUCES;161.0;A
2020;11;01;C01;ANDALUCES;7205.0;A
2020;11;01;C02;ANDALUCES;676.0;A
2020;11;01;66;ANDALUCES;9170.0;A
2020;11;01;NC000;ANDALUCES;77.0;A
2020;11;01;00;ANDALUCES;17128.0;A
2020;11;06;04;ANDALUCES;10.0;A
2020;11;06;11;ANDALUCES;7253.0;A
2020;11;06;14;ANDALUCES;36.0;A
2020;11;06;18;ANDALUCES;41.0;A
2020;11;06;21;ANDALUCES;22.0;A
2020;11;06;23;ANDALUCES;23.0;A
2020;11;06;29;ANDALUCES;124.0;A
2020;11;06;41;ANDALUCES;227.0;A
2020;11;06;C01;ANDALUCES;7736.0;A
2020;11;06;C02;ANDALUCES;682.0;A
2020;11;06;66;ANDALUCES;9197.0;A
2020;11;06;NC000;ANDALUCES;57.0;A
2020;11;06;00;ANDALUCES;17672.0;A
2020;14;00;04;ANDALUCES;13.0;A
2020;14;00;11;ANDALUCES;33.0;A
2020;14;00;14;ANDALUCES;9214.0;A
2020;14;00;18;ANDALUCES;55.0;A
2020;14;00;21;ANDALUCES;8.0;A
2020;14;00;23;ANDALUCES;59.0;A
2020;14;00;29;ANDALUCES;47.0;A
2020;14;00;41;ANDALUCES;120.0;A
2020;14;00;C01;ANDALUCES;9549.0;A
